     22.696905,     0000088.0592,   0066.73885,     000052.3059, 98.1158105
    000076.20021,   00046.9754,  41.6736629,   00086.4246,    0012.626
     000039.79902,00089.9034,   085.71818,   3.991124165,      005.2036633
89.4879402, 054.780807,      00000053.119,    0000024.9104,      0033.3002342
 041.1102,    0000019.182,0068.056, 000019.27386,    0000095.4926
      67.7747062,  0082.5323,   00083.211,  81.6492313,  88.50802125
000025.54048,  48.20990247,  082.65982,0000024.391,     79.35676
    079.97492141, 79.88633302,   57.833486, 36.651276,   80.743877
     084.799167,    016.57088585,     000097.07806,    72.881911,   055.85267089
   043.0292,      00025.041906,   0079.4092,  4.11500511, 0000092.8597
11.4345874,0000045.2594,   0077.86647,     009.27600442,  00030.222144
 0031.6390917,75.27447,     0031.103,0071.8908103,46.1042006
   082.195795, 0000074.654,   088.9629,000044.4699,     0000043.3607
      00015.481,  0000004.0083, 62.8934886, 63.75458211,     34.189664
   067.426649,0013.863,     00000051.729,     00000034.707, 071.4804102
      00000097.805,     74.416852,     085.26243,   084.42909,      0.4770500581
    9.850115679,      000070.472,   35.681207,      0000083.964,      00067.063441
     81.53724644,61.95086688,  21.0343613,      00024.972,      072.78658
  10.423862,     63.065161,036.5844581,     33.945429,042.8564381
   0057.4212,   00000058.356, 00006.4073,    0072.685401,     00040.18694
  0050.58165,     22.56631226,  04.032438,   054.51354,    0095.701436
   00035.5795,0058.0238,     0098.556,    008.24768,   0001.15714
0005.1055,    000075.0201,   73.73591024, 11.2665631,  00098.3468
     96.33462454,     92.1948543,0000065.1267,  95.7277278, 62.029582
0019.424, 0093.91318,      43.29526, 090.943823,  00033.609338
36.754535,      000091.1932,      13.0536107,00079.454,  0000091.9346
 0000070.324,     0013.1099992,0064.6898,      45.7097995,      00060.165924
00069.353726,    078.54085,     98.3590663,   15.37447,      79.5513592
     00000036.394,062.9602, 089.817295,    0090.43526,   00054.14833
     0000016.6298,00000076.825,097.295719, 53.6355045, 000056.867
00013.14178,      033.685463, 0010.706929,     00004.07266,    00000005.995
0000040.8063,  00000011.55, 0095.8439544,   33.70402,  0050.1662
   0000058.2186,  0000043.101,      050.0382591,0048.289,  30.58649403
      14.8127912, 00022.097,     0054.296,16.39947226,   18.008115
  02.793002,    000058.3092,  000078.273,      00000042.727,    91.585942
     90.4207207,  00018.3765,     00079.822,   18.2508526, 0088.329
     0099.648, 97.585554,95.27183016,   71.86494353,  1.29409224
     8.5903596,    002.1698,      000089.1459,   12.88860857,    2.09507415
    000096.3806, 0057.911959,     045.8753541,      000016.3565,   13.53859146
   00074.374319, 02.85791, 0070.2193,    0061.3653625,      0066.639
 00085.940902,10.12524698,  31.72629394,    000044.10122,   73.662831
 00000093.762,  0053.6422393,     66.85699,    062.5661,   097.8152
      060.07334,  090.663548,    00094.3842,   010.49299,   21.11571284
    00083.178, 005.49729,   38.3199418, 0007.4075, 63.2418635
    9.22997282,  000088.82618,      000093.2615,00092.59,32.413793
0000076.541,     49.08551341,      86.14971, 04.006917377,     0057.79134
    35.82166347,  4.3414804,      0003.52648,57.1104314,      000084.621
 00000002.967,     001.614112,   000095.40912,    004.5598,   63.1374093
