      000025.906       17.42453  00050.966813       0058.62226  0029.7410406
 000037.20683  33.67394671    0042.58337   062.0752    99.71169332
   67.2270671  00068.338  0000047.0189  94.223901 87.5491399
  0000050.6029    70.524297      038.90743494     046.60269      094.8257644
      000014.603       012.570027       00098.9199    0000032.799  000073.01116
   000051.581  018.8669133   0000097.3235  0022.001      014.93716953
 00057.753509 0000096.6431      85.0033942     68.4799929       14.7402244
     000081.6263   0000043.8717 0044.6086211  54.7570563       0037.753
  000000073.61       76.492947     56.1504294      00039.9949   000029.87073
 0012.9753    0086.40759  00046.364      47.97710561 000043.51
 081.53839       75.79571395      000083.718      95.499515      00058.050249
   39.5883978       0021.692      41.56167086       00064.493 0000041.095
 5.005216514 32.3886074  68.32401773     0000012.302       045.49908528
00000060.948    000069.596 079.793915 0012.8810232     55.6403294
      12.88790395   00000010.161     58.349829    0000055.869     95.26831
000047.9657       00014.711    0035.59132     00092.375186 042.3069
 00073.851198      000013.4476  0048.167  15.79354853       79.7381871
    0000056.1635      4.97449966 45.78303      000087.999       000014.2898
 000041.35554      02.4400194    010.476078 00097.165      12.796691
    0000012.2876  000.1264756    00038.503919       063.29974       00011.54192
 00031.950852  0063.804019  0027.80194     000001.5697      064.1792
     013.92382376     001.8079  67.6586151   029.6632      000000077.66
